Census year,Block ID,Property ID,Base property ID,CLUE small area,Trading name,Business address,Industry (ANZSIC4) code,Industry (ANZSIC4) description,Longitude,Latitude
2022,1109,573327,573327,Docklands,New Quay Asian Grocery,15-17 Rakaia Way DOCKLANDS VIC 3008,4110,Supermarket and Grocery Stores,144.94067463890494,-37.8149216286
2022,1112,103980,103980,Docklands,Ezy Convenience Store & Cafe,"Unit 17A, Ground 60 Siddeley Street DOCKLANDS VIC 3008",4111,Convenience Store,144.95247888392848,-37.8228836279
2022,2385,616892,616892,North Melbourne,The Lucky Cat Collection,Part Ground 64 Sutton Street NORTH MELBOURNE VIC 3051,4129,Other Specialised Food Retailing,144.93763758849605,-37.7916286167
2022,2524,616009,616009,Kensington,Food Works Kensington,484-486 Macaulay Road KENSINGTON VIC 3031,4110,Supermarket and Grocery Stores,144.92988029255,-37.79415709429195
2022,263,563936,563936,Carlton,Aly's Asian Grocery,"Shop 1, 204-208 Victoria Street CARLTON VIC 3053",4110,Supermarket and Grocery Stores,144.96065957331285,-37.80606214315
2022,264,644814,644814,Carlton,Mr Dad Asian Supermarket,16 Bouverie Street CARLTON VIC 3053,4110,Supermarket and Grocery Stores,144.96194040667808,-37.8061460392
2022,264,661088,661088,Carlton,Icake,"Shop 2, 28 Bouverie Street CARLTON VIC 3053",4129,Other Specialised Food Retailing,144.96197867415,-37.8056624766361
2022,264,661088,661088,Carlton,Meow Trading,"Shop 5, 28 Bouverie Street CARLTON VIC 3053",4111,Convenience Store,144.96197867415,-37.8056624766361
2022,345,103420,103420,North Melbourne,7-Eleven,83 Errol Street NORTH MELBOURNE VIC 3051,4111,Convenience Store,144.94929624852466,-37.803181899150005
2022,358,107508,107508,North Melbourne,New Core Health,169 Peel Street NORTH MELBOURNE VIC 3051,4129,Other Specialised Food Retailing,144.95593589456502,-37.8040480012
2022,358,109828,109828,North Melbourne,Pettigrew Meats,Part 318 Victoria Street NORTH MELBOURNE VIC 3051,4121,"Fresh Meat, Fish and Poultry Retailing",144.95558501435,-37.80561885382902
2022,363,103251,103251,North Melbourne,WOOLWORTHS,611-669 Elizabeth Street MELBOURNE VIC 3000,4110,Supermarket and Grocery Stores,144.95749954245,-37.80324642065011
2022,378,103818,103818,North Melbourne,IGA X-Press North Melbourne,59 Villiers Street NORTH MELBOURNE VIC 3051,4110,Supermarket and Grocery Stores,144.9533476437797,-37.798950608050006
2022,427,109043,109043,West Melbourne (Residential),Sugar Station,154-160 Stanley Street WEST MELBOURNE VIC 3003,4129,Other Specialised Food Retailing,144.94734707747622,-37.80893310615
2022,435,102976,102976,West Melbourne (Residential),Xin Fang Supermarket,Ground 420-424 William Street WEST MELBOURNE VIC 3003,4111,Convenience Store,144.95507572791706,-37.80825493135
2022,435,107479,107479,West Melbourne (Residential),Ru Xin Chinese Medicine,59 Peel Street WEST MELBOURNE VIC 3003,4129,Other Specialised Food Retailing,144.95549586035025,-37.806810823
2022,501,105234,105234,West Melbourne (Industrial),Scalzo Food Industries,156-174 Kensington Road WEST MELBOURNE VIC 3003,3609,Other Grocery Wholesaling,144.91792457786187,-37.7989610511
2022,502,105222,105222,West Melbourne (Industrial),Scalzo Food Industries,Office 169 Kensington Road WEST MELBOURNE VIC 3003,3609,Other Grocery Wholesaling,144.9183966617,-37.8000900646999
2022,503,627083,109449,Kensington,The Fruit Box/ The Milk Box,56-62 Bakehouse Road KENSINGTON VIC 3031,3605,Fruit and Vegetable Wholesaling,144.92990028836095,-37.7996034328
2022,571,602256,602256,Kensington,Coles Flemington Showgrounds,"Shop 1A, 320-380 Epsom Road FLEMINGTON VIC 3031",4110,Supermarket and Grocery Stores,144.91511732869589,-37.78227130275
2022,605,104943,104943,East Melbourne,East Melbourne General Store,Ground 53 Hotham Street EAST MELBOURNE VIC 3002,4110,Supermarket and Grocery Stores,144.98871195975,-37.814818113399255
2022,607,109997,109997,East Melbourne,7-Eleven,142 Wellington Parade EAST MELBOURNE VIC 3002,4111,Convenience Store,144.9855915414598,-37.81618525805
2022,613,594750,109643,East Melbourne,East Melbourne IGA and Liquor,430 Victoria Parade EAST MELBOURNE VIC 3002,4110,Supermarket and Grocery Stores,144.9856242136076,-37.81004733425
2022,710,108622,108622,Melbourne (Remainder),B Convenience,Ground 403 St Kilda Road MELBOURNE VIC 3004,4110,Supermarket and Grocery Stores,144.97593792633205,-37.83587082185
2022,720,108629,108629,Melbourne (Remainder),Fawkner Express,"Suite 2-3, Ground 431 St Kilda Road MELBOURNE VIC 3004",4110,Supermarket and Grocery Stores,144.97705516826431,-37.83852859445
2022,741,110614,110614,Southbank,Sturt Street IGA Plus Liquor,Part Ground 151 Sturt Street SOUTHBANK VIC 3006,4110,Supermarket and Grocery Stores,144.96678573256793,-37.8277012236
2022,748,108659,108659,Southbank,IGA Express,Ground 320-322 St Kilda Road SOUTHBANK VIC 3006,4110,Supermarket and Grocery Stores,144.97068651660857,-37.82941498575
2022,753,110379,110380,Southbank,Dairy Australia Limited,Level 2 & Part Level 3 40 City Road SOUTHBANK VIC 3006,3603,Dairy Produce Wholesaling,144.96630309077528,-37.82071820925
2022,760,102177,102177,Melbourne (Remainder),Espressohead,"Suite 13, 20 Commercial Road MELBOURNE VIC 3004",3609,Other Grocery Wholesaling,144.97986137675002,-37.84456545652829
2022,772,110528,110528,Docklands,Cobram Estate Pty Ltd,"Unit 11, 75 Lorimer Street DOCKLANDS VIC 3008",3609,Other Grocery Wholesaling,144.9426889354323,-37.824967169
2022,773,560261,560261,Docklands,IGA X-Press@Yarra's Edge,54 River Esplanade DOCKLANDS VIC 3008,4110,Supermarket and Grocery Stores,144.94748082085,-37.8248403535838
2022,773,579363,579363,Docklands,Urban Hub,4 South Wharf Drive DOCKLANDS VIC 3008,4110,Supermarket and Grocery Stores,144.94121560128926,-37.8235609607
2022,786,602743,110589,Port Melbourne,Blue Pumpkin,"Unit 4-6, 173 Salmon Street PORT MELBOURNE VIC 3207",3609,Other Grocery Wholesaling,144.92087320861043,-37.8260597946
2022,802,575820,575820,Southbank,7 Eleven Freshwater Place,"Shop 3R, 3 Freshwater Place SOUTHBANK VIC 3006",4111,Convenience Store,144.96218258398218,-37.8217150925
2022,804,110542,110484,Southbank,T2,Shop TB03 20 Convention Centre Place SOUTH WHARF VIC 3006,4129,Other Specialised Food Retailing,144.95231930285,-37.82542998795
2022,804,623559,110484,Southbank,Urban Hub,FG06 - FG07 2 Convention Centre Place SOUTH WHARF VIC 3006,4111,Convenience Store,144.95231930285,-37.82542998795
2022,808,110385,110385,Southbank,Foodworks Southbank,182 City Road SOUTHBANK VIC 3006,4110,Supermarket and Grocery Stores,144.96191853638004,-37.823835739
2022,811,110364,110364,Southbank,Golden Express Supermarket,63 Power Street SOUTHBANK VIC 3006,4110,Supermarket and Grocery Stores,144.9632527393522,-37.82376399125
2022,812,110361,110361,Southbank,Southbank IGA Express,"Suite 1-8, Ground 89 City Road SOUTHBANK VIC 3006",4110,Supermarket and Grocery Stores,144.96511316185,-37.82255516262748
2022,861,102507,102507,South Yarra,South Yarra Finer Fruit,123B Park Street SOUTH YARRA VIC 3141,4122,Fruit and Vegetable Retailing,144.98226281385,-37.83434396085672
2022,920,618951,618951,Parkville,The Chocolate Box,"Shop 3, 20 Flemington Road PARKVILLE VIC 3050",4129,Other Specialised Food Retailing,144.95500291431983,-37.79885279195
2022,931,103908,103908,Parkville,Rainbow,"Tenancy F, Ground 50 Flemington Road PARKVILLE VIC 3052",4110,Supermarket and Grocery Stores,144.9495226105,-37.793631051343525
2022,1101,108973,108973,Docklands,Woolworths Southern Cross,Part Mezzanine 650 Collins Street DOCKLANDS VIC 3008,4110,Supermarket and Grocery Stores,144.9522268972,-37.81841173041551
2022,1101,108973,108973,Docklands,Sugar Station,"Shop 5, Ground 650 Collins Street DOCKLANDS VIC 3008",4129,Other Specialised Food Retailing,144.9522268972,-37.81841173041551
2022,1101,110843,110843,Docklands,7-Eleven,Ground 189 Spencer Street DOCKLANDS VIC 3008,4111,Convenience Store,144.9505641426,-37.814508973578526
2022,1104,576024,576023,Docklands,Australian Dairy Farmers Corporation Ltd,"Unit 222A, Level 2 757 Bourke Street DOCKLANDS VIC 3008",3603,Dairy Produce Wholesaling,144.94799200964053,-37.8193808754
2022,1104,576024,576023,Docklands,The Dome IGA Plus Liquor Store,Part Ground 71-77 Batmans Hill Drive DOCKLANDS VIC 3008,4110,Supermarket and Grocery Stores,144.94799200964053,-37.8193808754
2022,1105,609487,609487,Docklands,Bega Dairy and Drinks,Level 3-6 737 Bourke Street DOCKLANDS VIC 3008,3603,Dairy Produce Wholesaling,144.94906886145,-37.81920222122055
2022,1105,636574,636574,Docklands,Woolworths Metro,"Part Tenancy 1-4, Level 3 17 Village Street DOCKLANDS VIC 3008",4110,Supermarket and Grocery Stores,144.95043596806448,-37.82110552005
2022,45,109279,109279,Melbourne (CBD),7-Eleven,159 Swanston Street MELBOURNE VIC 3000,4111,Convenience Store,144.9655826212989,-37.81407728805
2022,48,101117,101117,Melbourne (CBD),7-Eleven,91 Bourke Street MELBOURNE VIC 3000,4111,Convenience Store,144.9709028408,-37.81223394749057
2022,51,101171,101171,Melbourne (CBD),7-Eleven,163 King Street MELBOURNE VIC 3000,4111,Convenience Store,144.9553258392931,-37.8162289918
2022,56,532743,532743,Melbourne (CBD),7-Eleven,222 Swanston Street MELBOURNE VIC 3000,4111,Convenience Store,144.96554739831615,-37.81264727885
2022,58,108984,108984,Melbourne (CBD),Spring Street Grocer / Gelateria Primavera,Part Ground 157 Spring Street MELBOURNE VIC 3000,4110,Supermarket and Grocery Stores,144.97249479944617,-37.811056026
2022,61,105312,105312,Melbourne (CBD),Walkers Stop Convenience,Ground 221-223 King Street MELBOURNE VIC 3000,4111,Convenience Store,144.9548245444646,-37.81507467065
2022,63,108075,108075,Melbourne (CBD),Cignall,205 Queen Street MELBOURNE VIC 3000,4129,Other Specialised Food Retailing,144.9599515399052,-37.813963953850006
2022,64,105701,105701,Melbourne (CBD),Ace Mart,Ground 365 Lonsdale Street MELBOURNE VIC 3000,4110,Supermarket and Grocery Stores,144.9617550918,-37.8127753830143
2022,64,108101,108101,Melbourne (CBD),7-Eleven,Part Ground 224 Queen Street MELBOURNE VIC 3000,4111,Convenience Store,144.9601628034,-37.81320136553631
2022,65,105698,105698,Melbourne (CBD),The Original Lolly Store,"Shop 318, 287 Lonsdale Street MELBOURNE VIC 3000",4129,Other Specialised Food Retailing,144.96392893701363,-37.81247035035
2022,65,105875,105875,Melbourne (CBD),Sweet Canteen,"Shop 3, 8 Driver Lane MELBOURNE VIC 3000",4129,Other Specialised Food Retailing,144.96312748625002,-37.81292588925007
2022,67,103606,103606,Melbourne (CBD),7-Eleven,Ground 237 Exhibition Street MELBOURNE VIC 3000,4111,Convenience Store,144.9694509853303,-37.810371721150005
2022,68,103620,103620,Melbourne (CBD),Woolworths Metro,"Tenancy 3, Ground 222 Exhibition Street MELBOURNE VIC 3000",4110,Supermarket and Grocery Stores,144.97048167014998,-37.81047470300823
2022,68,105670,105670,Melbourne (CBD),Lonsdale IGA Express,Part Ground 35 Lonsdale Street MELBOURNE VIC 3000,4110,Supermarket and Grocery Stores,144.97115024027468,-37.8099615722
2022,72,110105,110105,Melbourne (CBD),7 ELEVEN,261 William Street MELBOURNE VIC 3000,4111,Convenience Store,144.9566162144558,-37.81299550925
2022,76,589841,105749,Melbourne (CBD),Lupicia Fresh Tea,14-16 Artemis Lane MELBOURNE VIC 3000,4129,Other Specialised Food Retailing,144.965725053002,-37.81067861705
2022,84,103210,103210,Melbourne (CBD),Zhang Tan Hung Asian Grocer,Part 329 Elizabeth Street MELBOURNE VIC 3000,4110,Supermarket and Grocery Stores,144.96135595838302,-37.81098646305
2022,85,105746,105746,Melbourne (CBD),7-Eleven,"Shop 67, Ground 300 Lonsdale Street MELBOURNE VIC 3000",4111,Convenience Store,144.96283887063584,-37.8109017475
2022,85,109302,109302,Melbourne (CBD),7-Eleven,281 Swanston Street MELBOURNE VIC 3000,4111,Convenience Store,144.9643588506305,-37.81143183285
2022,93,110140,110140,Melbourne (CBD),City Mart,330 William Street MELBOURNE VIC 3000,4111,Convenience Store,144.95657517164122,-37.8112462591
2022,95,109313,109313,Melbourne (CBD),EzyMart,395 Swanston Street MELBOURNE VIC 3000,4111,Convenience Store,144.96324612925957,-37.8092779368
2022,97,105496,105496,Melbourne (CBD),Joy Market,38 La Trobe Street MELBOURNE VIC 3000,4110,Supermarket and Grocery Stores,144.96757516755,-37.80812915431867
2022,104,104084,104084,Melbourne (CBD),O2 Shop,"Shop G1, 118 A'Beckett Street MELBOURNE VIC 3000",4111,Convenience Store,144.95956878425,-37.80904348781743
2022,104,108087,108087,Melbourne (CBD),SPQR City Groceries,416 Queen Street MELBOURNE VIC 3000,4110,Supermarket and Grocery Stores,144.95847659628504,-37.8089811731
2022,105,103302,103302,Melbourne (CBD),Tokyo Hometown Japanese & Korean Supermarket,"Shop 1-2, Ground 422-440 Elizabeth Street MELBOURNE VIC 3000",4110,Supermarket and Grocery Stores,144.96100749980002,-37.80862862111849
2022,113,110679,108118,Melbourne (CBD),Queen Victoria Market Trader Hub,"Stall 1, Shed F Queen Victoria Market 66 Peel Street MELBOURNE VIC 3000",4129,Other Specialised Food Retailing,144.9576272223,-37.80783257422127
2022,113,110681,108118,Melbourne (CBD),Vic Markets Stalls Shed K,Shed K Queen Victoria Market 58 Peel Street MELBOURNE VIC 3000,4129,Other Specialised Food Retailing,144.9576272223,-37.80783257422127
2022,113,110684,108118,Melbourne (CBD),Urku,"Stall 11, Shed M Queen Victoria Market 50 Peel Street MELBOURNE VIC 3000",4129,Other Specialised Food Retailing,144.9576272223,-37.80783257422127
2022,113,110689,108118,Melbourne (CBD),Victoria Market Seafoods,"Stall 36, 525 Elizabeth Street MELBOURNE VIC 3000",4121,"Fresh Meat, Fish and Poultry Retailing",144.9576272223,-37.80783257422127
2022,113,110689,108118,Melbourne (CBD),Phat Tho,"Stall 26, 525 Elizabeth Street MELBOURNE VIC 3000",4121,"Fresh Meat, Fish and Poultry Retailing",144.9576272223,-37.80783257422127
2022,113,110689,108118,Melbourne (CBD),Out Of The Blue Seafoods,"Stall 37, 525 Elizabeth Street MELBOURNE VIC 3000",4121,"Fresh Meat, Fish and Poultry Retailing",144.9576272223,-37.80783257422127
2022,113,110689,108118,Melbourne (CBD),Johnny Butcher,"Stall 2, 525 Elizabeth Street MELBOURNE VIC 3000",4121,"Fresh Meat, Fish and Poultry Retailing",144.9576272223,-37.80783257422127
2022,113,110689,108118,Melbourne (CBD),Limnos Seafood Pty Ltd,"Stall 32, 525 Elizabeth Street MELBOURNE VIC 3000",4121,"Fresh Meat, Fish and Poultry Retailing",144.9576272223,-37.80783257422127
2022,113,110689,108118,Melbourne (CBD),Top Aus Meats,"Stall 5, 525 Elizabeth Street MELBOURNE VIC 3000",4121,"Fresh Meat, Fish and Poultry Retailing",144.9576272223,-37.80783257422127
2022,113,110689,108118,Melbourne (CBD),Duy Duy Butcher,"Stall 4, 525 Elizabeth Street MELBOURNE VIC 3000",4121,"Fresh Meat, Fish and Poultry Retailing",144.9576272223,-37.80783257422127
2022,113,110689,108118,Melbourne (CBD),Melbourne City Meats,"Stall 20-21, 525 Elizabeth Street MELBOURNE VIC 3000",4121,"Fresh Meat, Fish and Poultry Retailing",144.9576272223,-37.80783257422127
2022,113,110689,108118,Melbourne (CBD),David Quality Meats,"Stall 17, 525 Elizabeth Street MELBOURNE VIC 3000",4121,"Fresh Meat, Fish and Poultry Retailing",144.9576272223,-37.80783257422127
2022,113,110689,108118,Melbourne (CBD),Thanh Hung Butcher,"Stall 40, 525 Elizabeth Street MELBOURNE VIC 3000",4121,"Fresh Meat, Fish and Poultry Retailing",144.9576272223,-37.80783257422127
2022,113,110689,108118,Melbourne (CBD),Tan-Dat,"Stall 15, 525 Elizabeth Street MELBOURNE VIC 3000",4121,"Fresh Meat, Fish and Poultry Retailing",144.9576272223,-37.80783257422127
2022,113,110691,108118,Melbourne (CBD),Gewürzhaus Herb & Spice Merchants,"Stall 7-9, 60 Therry Street MELBOURNE VIC 3000",4129,Other Specialised Food Retailing,144.9576272223,-37.80783257422127
2022,113,110691,108118,Melbourne (CBD),Dianne's Delights,"Stall 43-44, 60 Therry Street MELBOURNE VIC 3000",4129,Other Specialised Food Retailing,144.9576272223,-37.80783257422127
2022,113,110691,108118,Melbourne (CBD),La Deli @ Qvm,"Stall 21-24, 60 Therry Street MELBOURNE VIC 3000",4129,Other Specialised Food Retailing,144.9576272223,-37.80783257422127
2022,113,110691,108118,Melbourne (CBD),Swords Wines,"Stall 47-50, 60 Therry Street MELBOURNE VIC 3000",4129,Other Specialised Food Retailing,144.9576272223,-37.80783257422127
2022,113,110691,108118,Melbourne (CBD),The French Shop,"Stall 1-2, 60 Therry Street MELBOURNE VIC 3000",4129,Other Specialised Food Retailing,144.9576272223,-37.80783257422127
2022,113,110691,108118,Melbourne (CBD),RIPE Cheese,"Stall 41-42, 60 Therry Street MELBOURNE VIC 3000",4129,Other Specialised Food Retailing,144.9576272223,-37.80783257422127
2022,113,110691,108118,Melbourne (CBD),The Epicurean,"Stall 14-16, 60 Therry Street MELBOURNE VIC 3000",4129,Other Specialised Food Retailing,144.9576272223,-37.80783257422127
2022,113,110691,108118,Melbourne (CBD),Pavilion Select Produce,"Stall 31-32, 60 Therry Street MELBOURNE VIC 3000",4129,Other Specialised Food Retailing,144.9576272223,-37.80783257422127
2022,113,110691,108118,Melbourne (CBD),Nut Trek,"Stall 55-56, 60 Therry Street MELBOURNE VIC 3000",4129,Other Specialised Food Retailing,144.9576272223,-37.80783257422127
2022,113,110691,108118,Melbourne (CBD),Big Vic Deli,"Stall 25-28, 60 Therry Street MELBOURNE VIC 3000",4129,Other Specialised Food Retailing,144.9576272223,-37.80783257422127
2022,113,110691,108118,Melbourne (CBD),Nifra Poultry,"Stall 84, 60 Therry Street MELBOURNE VIC 3000",4121,"Fresh Meat, Fish and Poultry Retailing",144.9576272223,-37.80783257422127
2022,113,110691,108118,Melbourne (CBD),Polish Deli,"Stall 5-6, 60 Therry Street MELBOURNE VIC 3000",4129,Other Specialised Food Retailing,144.9576272223,-37.80783257422127
2022,113,110694,108118,Melbourne (CBD),Vic Market Stalls Shed H,Shed H Queen Victoria Market Therry Street MELBOURNE VIC 3000,4122,Fruit and Vegetable Retailing,144.9576272223,-37.80783257422127
2022,114,109493,109493,Melbourne (CBD),Only Mine,13 Dhanga Djeembana Walk MELBOURNE VIC 3000,4129,Other Specialised Food Retailing,144.9584857015114,-37.80786989635
2022,114,562691,562691,Melbourne (CBD),7-Eleven,463 Elizabeth Street MELBOURNE VIC 3000,4111,Convenience Store,144.96002868887314,-37.8081112166
2022,115,103295,103295,Melbourne (CBD),Pacific Asian Grocer,Ground 490-494 Elizabeth Street MELBOURNE VIC 3000,4110,Supermarket and Grocery Stores,144.9604287852261,-37.8073592064
2022,205,573290,573290,Carlton,Sparks Melbourne,750 Swanston Street CARLTON VIC 3053,4110,Supermarket and Grocery Stores,144.96476503060853,-37.79900073805
2022,212,111335,106170,Carlton,Carlton Supermarket,"Unit S7, LwrGround 570 Lygon Street CARLTON VIC 3053",4110,Supermarket and Grocery Stores,144.96904972775002,-37.793139871315645
2022,243,109330,109330,Carlton,7-Eleven,"Shop 1, 743-751 Swanston Street CARLTON VIC 3053",4111,Convenience Store,144.9636422194643,-37.80062003495
2022,256,108029,108029,Carlton,Ezymart,172 Queensberry Street CARLTON VIC 3053,4111,Convenience Store,144.96278228081553,-37.80429627265
2022,4,104034,104034,Melbourne (CBD),Boost Juice,"Lot 920, 241 Flinders Street MELBOURNE VIC 3000",4129,Other Specialised Food Retailing,144.96577579893395,-37.8186817777
2022,11,103984,103984,Melbourne (CBD),7-Eleven,574-580 Flinders Street MELBOURNE VIC 3000,4111,Convenience Store,144.95533640614002,-37.82071127185
2022,15,104010,104010,Melbourne (CBD),Clementines,Part 7 Degraves Street MELBOURNE VIC 3000,4110,Supermarket and Grocery Stores,144.96562559534638,-37.8176073857
2022,15,109263,109263,Melbourne (CBD),7-Eleven,"Shop 4, Ground 37 Swanston Street MELBOURNE VIC 3000",4111,Convenience Store,144.96670433318764,-37.81674246265
2022,25,109264,109264,Melbourne (CBD),Uncle Tetsu's Japanese Cheesecake,Ground 47 Swanston Street MELBOURNE VIC 3000,4129,Other Specialised Food Retailing,144.96662326245,-37.81632686333168
2022,35,109267,109267,Melbourne (CBD),Koko Black (Kiosk),"Kiosk 1-2, 91-107 Swanston Street MELBOURNE VIC 3000",4129,Other Specialised Food Retailing,144.9661030243,-37.81529690772045
2022,42,105950,105950,Melbourne (CBD),Wellshine,"Suite 1102, 530 Little Collins Street MELBOURNE VIC 3000",3603,Dairy Produce Wholesaling,144.95710995453825,-37.8168797463
2022,35,102141,102141,Melbourne (CBD),Haighs Chocolates,"Shop 7-8, Block Arcade MELBOURNE VIC 3000",4129,Other Specialised Food Retailing,144.96434075395388,-37.81552770375
2022,28,102058,102058,Melbourne (CBD),7 Eleven,Ground 11 Collins Street MELBOURNE VIC 3000,4111,Convenience Store,144.9734612415,-37.813768622916825
2022,31,102112,102112,Melbourne (CBD),EzyMart,"Shop 3, 576 Collins Street MELBOURNE VIC 3000",4111,Convenience Store,144.95542417545,-37.81836589576574
2022,33,102123,102123,Melbourne (CBD),7-Eleven Collins Street,"Part Shop 3, Ground 446 Collins Street MELBOURNE VIC 3000",4111,Convenience Store,144.9594432475203,-37.8173045178
2022,312,108270,108270,North Melbourne,Honesty Snack,21-31 Reynolds Street NORTH MELBOURNE VIC 3051,3609,Other Grocery Wholesaling,144.93750372098944,-37.79728298575
2022,319,703218,106292,North Melbourne,Woolworths North Melbourne,"Part Shop G1, 129 Canning Street NORTH MELBOURNE VIC 3051",4110,Supermarket and Grocery Stores,144.9406914553805,-37.79624071325
